variant,query_id,benchmark,assigned_tier,oracle_tier,correct,cost_usd,latency_s,regret_usd
single_strongest_family,mmlu/machine_learning/90,mmlu,1,2,1,0.00411317,194.44,0.004079070000000001
single_strongest_family,mmlu/philosophy/143,mmlu,1,3,0,0.0007978400000000001,45.97,0.0005328400000000001
single_strongest_family,mmlu/philosophy/202,mmlu,1,2,1,0.00060122,29.14,0.00056107
single_strongest_family,mmlu/philosophy/82,mmlu,1,2,1,0.00411164,194.63,0.00409089
single_strongest_family,mmlu/prehistory/196,mmlu,1,3,0,0.00411963,181.17,0.00375713
single_strongest_family,mmlu/prehistory/298,mmlu,1,2,1,0.00035077,16.16,0.00029476999999999997
single_strongest_family,mmlu/world_religions/74,mmlu,1,3,1,0.004109939999999999,193.39,0.0038849399999999995
single_strongest_family,mmlu/world_religions/79,mmlu,1,2,1,0.00411181,179.73,0.004094209999999999
threshold_only,HumanEval/10,humaneval,2,1,0,0.00019395000000000003,11.05,-8.334999999999999e-05
threshold_only,HumanEval/102,humaneval,2,2,1,0.00011660000000000002,6.53,0.0
threshold_only,HumanEval/113,humaneval,2,2,1,0.00023099999999999998,13.17,0.0
threshold_only,HumanEval/120,humaneval,2,2,1,0.00012340000000000002,5.56,0.0
threshold_only,HumanEval/127,humaneval,2,1,0,0.00014420000000000004,6.98,-0.00023714999999999994
threshold_only,HumanEval/130,humaneval,2,2,1,0.00024065,14.62,0.0
threshold_only,HumanEval/136,humaneval,2,2,1,9.765e-05,4.61,0.0
threshold_only,HumanEval/138,humaneval,2,2,1,0.0001292,8.64,0.0
threshold_only,HumanEval/146,humaneval,2,2,1,0.0001565,7.9,0.0
threshold_only,HumanEval/147,humaneval,2,2,1,0.000183,11.61,0.0
threshold_only,HumanEval/151,humaneval,2,2,1,0.00015340000000000002,6.47,0.0
threshold_only,HumanEval/153,humaneval,2,2,1,0.00010935,3.47,0.0
threshold_only,HumanEval/154,humaneval,2,2,1,0.0002525,9.11,0.0
threshold_only,HumanEval/155,humaneval,2,2,1,7.595000000000002e-05,3.55,0.0
threshold_only,HumanEval/157,humaneval,2,2,1,0.00010855,5.43,0.0
threshold_only,HumanEval/160,humaneval,2,2,1,0.00013055,5.99,0.0
threshold_only,HumanEval/162,humaneval,2,2,1,4.975e-05,2.26,0.0
threshold_only,HumanEval/19,humaneval,2,2,1,0.0001004,5.94,0.0
threshold_only,HumanEval/2,humaneval,2,2,1,5.075000000000001e-05,2.83,0.0
threshold_only,HumanEval/22,humaneval,2,2,1,6.565000000000001e-05,3.63,0.0
threshold_only,HumanEval/23,humaneval,2,2,1,2.83e-05,1.52,0.0
threshold_only,HumanEval/28,humaneval,2,2,1,2.86e-05,1.67,0.0
threshold_only,HumanEval/32,humaneval,2,2,1,0.00031855000000000007,17.59,0.0
threshold_only,HumanEval/34,humaneval,2,2,1,4.58e-05,2.2,0.0
threshold_only,HumanEval/39,humaneval,2,2,1,0.00013675000000000002,7.53,0.0
threshold_only,HumanEval/48,humaneval,2,2,1,4.49e-05,2.21,0.0
threshold_only,HumanEval/49,humaneval,2,1,1,0.00023445000000000003,14.23,7.417000000000003e-05
threshold_only,HumanEval/53,humaneval,2,2,1,3.26e-05,1.68,0.0
threshold_only,HumanEval/56,humaneval,2,2,1,7.419999999999999e-05,3.47,0.0
threshold_only,HumanEval/59,humaneval,2,2,1,7.19e-05,3.75,0.0
threshold_only,HumanEval/63,humaneval,2,2,1,8.35e-05,4.41,0.0
threshold_only,HumanEval/66,humaneval,2,2,1,0.00010350000000000001,5.2,0.0
threshold_only,HumanEval/67,humaneval,2,2,1,9.445e-05,4.27,0.0
threshold_only,HumanEval/68,humaneval,2,2,1,0.00014155,6.49,0.0
threshold_only,HumanEval/74,humaneval,2,2,1,8.400000000000001e-05,4.36,0.0
threshold_only,HumanEval/75,humaneval,2,2,1,0.0002462,15.08,0.0
threshold_only,HumanEval/77,humaneval,2,2,1,0.00012124999999999999,7.33,0.0
threshold_only,HumanEval/80,humaneval,2,2,1,6.825e-05,3.58,0.0
threshold_only,HumanEval/83,humaneval,2,2,1,0.0001536,11.03,0.0
threshold_only,HumanEval/85,humaneval,2,2,1,6.61e-05,4.56,0.0
threshold_only,HumanEval/89,humaneval,2,2,1,0.00014785000000000002,9.03,0.0
threshold_only,gsm8k/1026,gsm8k,2,2,1,7.870000000000002e-05,4.91,0.0
threshold_only,gsm8k/1054,gsm8k,2,2,1,6.705e-05,3.79,0.0
threshold_only,gsm8k/1108,gsm8k,2,2,1,3.8100000000000005e-05,1.97,0.0
threshold_only,gsm8k/1115,gsm8k,2,2,1,7.48e-05,5.01,0.0
threshold_only,gsm8k/1170,gsm8k,2,2,1,0.00010890000000000002,7.09,0.0
threshold_only,gsm8k/227,gsm8k,2,2,1,9.550000000000002e-05,4.85,0.0
threshold_only,gsm8k/313,gsm8k,2,2,1,0.00029535,19.77,0.0
threshold_only,gsm8k/33,gsm8k,2,2,1,6.495e-05,4.72,0.0
threshold_only,gsm8k/350,gsm8k,2,2,1,7.460000000000001e-05,3.94,0.0
threshold_only,gsm8k/453,gsm8k,2,2,1,6.72e-05,3.29,0.0
threshold_only,gsm8k/468,gsm8k,2,2,1,9.795000000000001e-05,5.72,0.0
threshold_only,gsm8k/474,gsm8k,2,2,1,4.4850000000000006e-05,2.39,0.0
threshold_only,gsm8k/488,gsm8k,2,2,1,4.2850000000000005e-05,2.41,0.0
threshold_only,gsm8k/519,gsm8k,2,2,1,6.125000000000001e-05,3.33,0.0
threshold_only,gsm8k/552,gsm8k,2,2,1,8.76e-05,5.49,0.0
threshold_only,gsm8k/553,gsm8k,2,2,1,4.35e-05,2.36,0.0
threshold_only,gsm8k/562,gsm8k,2,2,1,0.0001039,6.66,0.0
threshold_only,gsm8k/581,gsm8k,2,2,1,4.955e-05,2.45,0.0
threshold_only,gsm8k/610,gsm8k,2,2,1,7.6e-05,4.21,0.0
threshold_only,gsm8k/682,gsm8k,2,2,1,6.785e-05,4.46,0.0
threshold_only,gsm8k/700,gsm8k,2,2,1,9.94e-05,6.02,0.0
threshold_only,gsm8k/735,gsm8k,2,2,1,6.749999999999999e-05,4.04,0.0
threshold_only,gsm8k/771,gsm8k,2,2,1,5.3750000000000005e-05,2.97,0.0
threshold_only,gsm8k/796,gsm8k,2,2,1,0.00015295,9.02,0.0
threshold_only,gsm8k/829,gsm8k,2,2,1,0.000102,5.47,0.0
threshold_only,mmlu/college_biology/14,mmlu,2,2,1,9.740000000000001e-05,4.69,0.0
threshold_only,mmlu/college_biology/32,mmlu,2,2,1,7.420000000000001e-05,4.08,0.0
threshold_only,mmlu/college_chemistry/12,mmlu,2,3,0,0.00047559999999999996,26.55,0.00016559999999999996
threshold_only,mmlu/college_chemistry/21,mmlu,2,2,1,5.31e-05,2.53,0.0
threshold_only,mmlu/college_chemistry/27,mmlu,2,2,1,7.745e-05,4.18,0.0
threshold_only,mmlu/college_chemistry/5,mmlu,2,3,1,0.0014914,83.57,0.0011614
threshold_only,mmlu/college_chemistry/87,mmlu,2,2,1,4.4e-05,2.35,0.0
threshold_only,mmlu/global_facts/75,mmlu,2,2,0,7.065e-05,3.84,0.0
threshold_only,mmlu/high_school_computer_science/13,mmlu,2,2,1,3.445e-05,1.88,0.0
threshold_only,mmlu/high_school_computer_science/23,mmlu,2,2,1,4.055e-05,2.71,0.0
threshold_only,mmlu/high_school_us_history/23,mmlu,2,2,1,4.8650000000000003e-05,2.48,0.0
threshold_only,mmlu/high_school_us_history/69,mmlu,2,2,1,5.915e-05,2.51,0.0
threshold_only,mmlu/human_aging/10,mmlu,2,2,1,6.39e-05,3.53,0.0
threshold_only,mmlu/human_aging/103,mmlu,2,2,1,4.72e-05,2.13,0.0
threshold_only,mmlu/human_aging/80,mmlu,2,2,0,2.275e-05,1.09,0.0
threshold_only,mmlu/human_aging/82,mmlu,2,2,0,4.1800000000000006e-05,3.33,0.0
threshold_only,mmlu/machine_learning/82,mmlu,2,2,1,2.115e-05,1.06,0.0
threshold_only,mmlu/machine_learning/90,mmlu,2,2,1,3.41e-05,1.92,0.0
threshold_only,mmlu/philosophy/143,mmlu,2,3,0,6.050000000000001e-05,3.5,-0.00020449999999999998
threshold_only,mmlu/philosophy/202,mmlu,2,2,1,4.015e-05,2.16,0.0
threshold_only,mmlu/philosophy/82,mmlu,2,2,1,2.0750000000000003e-05,1.69,0.0
threshold_only,mmlu/prehistory/196,mmlu,2,3,0,5.785000000000001e-05,3.26,-0.00030465
threshold_only,mmlu/prehistory/298,mmlu,2,2,1,5.6000000000000006e-05,2.56,0.0
threshold_only,mmlu/world_religions/74,mmlu,2,3,0,7.81e-05,3.96,-0.0001469
threshold_only,mmlu/world_religions/79,mmlu,2,2,1,1.76e-05,0.84,0.0
logistic,HumanEval/10,humaneval,2,1,0,0.00019395000000000003,11.05,-8.334999999999999e-05
logistic,HumanEval/102,humaneval,2,2,1,0.00011660000000000002,6.53,0.0
logistic,HumanEval/113,humaneval,2,2,1,0.00023099999999999998,13.17,0.0
logistic,HumanEval/120,humaneval,2,2,1,0.00012340000000000002,5.56,0.0
logistic,HumanEval/127,humaneval,2,1,0,0.00014420000000000004,6.98,-0.00023714999999999994
logistic,HumanEval/130,humaneval,2,2,1,0.00024065,14.62,0.0
logistic,HumanEval/136,humaneval,2,2,1,9.765e-05,4.61,0.0
logistic,HumanEval/138,humaneval,2,2,1,0.0001292,8.64,0.0
logistic,HumanEval/146,humaneval,2,2,1,0.0001565,7.9,0.0
logistic,HumanEval/147,humaneval,2,2,1,0.000183,11.61,0.0
logistic,HumanEval/151,humaneval,2,2,1,0.00015340000000000002,6.47,0.0
logistic,HumanEval/153,humaneval,2,2,1,0.00010935,3.47,0.0
logistic,HumanEval/154,humaneval,2,2,1,0.0002525,9.11,0.0
logistic,HumanEval/155,humaneval,2,2,1,7.595000000000002e-05,3.55,0.0
logistic,HumanEval/157,humaneval,2,2,1,0.00010855,5.43,0.0
logistic,HumanEval/160,humaneval,2,2,1,0.00013055,5.99,0.0
logistic,HumanEval/162,humaneval,2,2,1,4.975e-05,2.26,0.0
logistic,HumanEval/19,humaneval,2,2,1,0.0001004,5.94,0.0
logistic,HumanEval/2,humaneval,2,2,1,5.075000000000001e-05,2.83,0.0
logistic,HumanEval/22,humaneval,2,2,1,6.565000000000001e-05,3.63,0.0
logistic,HumanEval/23,humaneval,2,2,1,2.83e-05,1.52,0.0
logistic,HumanEval/28,humaneval,2,2,1,2.86e-05,1.67,0.0
logistic,HumanEval/32,humaneval,2,2,1,0.00031855000000000007,17.59,0.0
logistic,HumanEval/34,humaneval,2,2,1,4.58e-05,2.2,0.0
logistic,HumanEval/39,humaneval,2,2,1,0.00013675000000000002,7.53,0.0
logistic,HumanEval/48,humaneval,2,2,1,4.49e-05,2.21,0.0
logistic,HumanEval/49,humaneval,2,1,1,0.00023445000000000003,14.23,7.417000000000003e-05
logistic,HumanEval/53,humaneval,2,2,1,3.26e-05,1.68,0.0
logistic,HumanEval/56,humaneval,2,2,1,7.419999999999999e-05,3.47,0.0
logistic,HumanEval/59,humaneval,2,2,1,7.19e-05,3.75,0.0
logistic,HumanEval/63,humaneval,2,2,1,8.35e-05,4.41,0.0
logistic,HumanEval/66,humaneval,2,2,1,0.00010350000000000001,5.2,0.0
logistic,HumanEval/67,humaneval,2,2,1,9.445e-05,4.27,0.0
logistic,HumanEval/68,humaneval,2,2,1,0.00014155,6.49,0.0
logistic,HumanEval/74,humaneval,2,2,1,8.400000000000001e-05,4.36,0.0
logistic,HumanEval/75,humaneval,2,2,1,0.0002462,15.08,0.0
logistic,HumanEval/77,humaneval,2,2,1,0.00012124999999999999,7.33,0.0
logistic,HumanEval/80,humaneval,2,2,1,6.825e-05,3.58,0.0
logistic,HumanEval/83,humaneval,2,2,1,0.0001536,11.03,0.0
logistic,HumanEval/85,humaneval,2,2,1,6.61e-05,4.56,0.0
logistic,HumanEval/89,humaneval,2,2,1,0.00014785000000000002,9.03,0.0
logistic,gsm8k/1026,gsm8k,2,2,1,7.870000000000002e-05,4.91,0.0
logistic,gsm8k/1054,gsm8k,2,2,1,6.705e-05,3.79,0.0
logistic,gsm8k/1108,gsm8k,2,2,1,3.8100000000000005e-05,1.97,0.0
logistic,gsm8k/1115,gsm8k,2,2,1,7.48e-05,5.01,0.0
logistic,gsm8k/1170,gsm8k,2,2,1,0.00010890000000000002,7.09,0.0
logistic,gsm8k/227,gsm8k,2,2,1,9.550000000000002e-05,4.85,0.0
logistic,gsm8k/313,gsm8k,2,2,1,0.00029535,19.77,0.0
logistic,gsm8k/33,gsm8k,2,2,1,6.495e-05,4.72,0.0
logistic,gsm8k/350,gsm8k,2,2,1,7.460000000000001e-05,3.94,0.0
logistic,gsm8k/453,gsm8k,2,2,1,6.72e-05,3.29,0.0
logistic,gsm8k/468,gsm8k,2,2,1,9.795000000000001e-05,5.72,0.0
logistic,gsm8k/474,gsm8k,2,2,1,4.4850000000000006e-05,2.39,0.0
logistic,gsm8k/488,gsm8k,2,2,1,4.2850000000000005e-05,2.41,0.0
logistic,gsm8k/519,gsm8k,2,2,1,6.125000000000001e-05,3.33,0.0
logistic,gsm8k/552,gsm8k,2,2,1,8.76e-05,5.49,0.0
logistic,gsm8k/553,gsm8k,2,2,1,4.35e-05,2.36,0.0
logistic,gsm8k/562,gsm8k,2,2,1,0.0001039,6.66,0.0
logistic,gsm8k/581,gsm8k,2,2,1,4.955e-05,2.45,0.0
logistic,gsm8k/610,gsm8k,2,2,1,7.6e-05,4.21,0.0
logistic,gsm8k/682,gsm8k,2,2,1,6.785e-05,4.46,0.0
logistic,gsm8k/700,gsm8k,2,2,1,9.94e-05,6.02,0.0
logistic,gsm8k/735,gsm8k,2,2,1,6.749999999999999e-05,4.04,0.0
logistic,gsm8k/771,gsm8k,2,2,1,5.3750000000000005e-05,2.97,0.0
logistic,gsm8k/796,gsm8k,2,2,1,0.00015295,9.02,0.0
logistic,gsm8k/829,gsm8k,2,2,1,0.000102,5.47,0.0
logistic,mmlu/college_biology/14,mmlu,2,2,1,9.740000000000001e-05,4.69,0.0
logistic,mmlu/college_biology/32,mmlu,2,2,1,7.420000000000001e-05,4.08,0.0
logistic,mmlu/college_chemistry/12,mmlu,2,3,0,0.00047559999999999996,26.55,0.00016559999999999996
logistic,mmlu/college_chemistry/21,mmlu,2,2,1,5.31e-05,2.53,0.0
logistic,mmlu/college_chemistry/27,mmlu,2,2,1,7.745e-05,4.18,0.0
logistic,mmlu/college_chemistry/5,mmlu,2,3,1,0.0014914,83.57,0.0011614
logistic,mmlu/college_chemistry/87,mmlu,2,2,1,4.4e-05,2.35,0.0
logistic,mmlu/global_facts/75,mmlu,2,2,0,7.065e-05,3.84,0.0
logistic,mmlu/high_school_computer_science/13,mmlu,2,2,1,3.445e-05,1.88,0.0
logistic,mmlu/high_school_computer_science/23,mmlu,2,2,1,4.055e-05,2.71,0.0
logistic,mmlu/high_school_us_history/23,mmlu,2,2,1,4.8650000000000003e-05,2.48,0.0
logistic,mmlu/high_school_us_history/69,mmlu,2,2,1,5.915e-05,2.51,0.0
logistic,mmlu/human_aging/10,mmlu,2,2,1,6.39e-05,3.53,0.0
logistic,mmlu/human_aging/103,mmlu,2,2,1,4.72e-05,2.13,0.0
logistic,mmlu/human_aging/80,mmlu,2,2,0,2.275e-05,1.09,0.0
logistic,mmlu/human_aging/82,mmlu,2,2,0,4.1800000000000006e-05,3.33,0.0
logistic,mmlu/machine_learning/82,mmlu,2,2,1,2.115e-05,1.06,0.0
logistic,mmlu/machine_learning/90,mmlu,2,2,1,3.41e-05,1.92,0.0
logistic,mmlu/philosophy/143,mmlu,2,3,0,6.050000000000001e-05,3.5,-0.00020449999999999998
logistic,mmlu/philosophy/202,mmlu,2,2,1,4.015e-05,2.16,0.0
logistic,mmlu/philosophy/82,mmlu,2,2,1,2.0750000000000003e-05,1.69,0.0
logistic,mmlu/prehistory/196,mmlu,2,3,0,5.785000000000001e-05,3.26,-0.00030465
logistic,mmlu/prehistory/298,mmlu,2,2,1,5.6000000000000006e-05,2.56,0.0
logistic,mmlu/world_religions/74,mmlu,2,3,0,7.81e-05,3.96,-0.0001469
logistic,mmlu/world_religions/79,mmlu,2,2,1,1.76e-05,0.84,0.0
tree,HumanEval/10,humaneval,2,1,0,0.00019395000000000003,11.05,-8.334999999999999e-05
tree,HumanEval/102,humaneval,2,2,1,0.00011660000000000002,6.53,0.0
tree,HumanEval/113,humaneval,2,2,1,0.00023099999999999998,13.17,0.0
tree,HumanEval/120,humaneval,2,2,1,0.00012340000000000002,5.56,0.0
tree,HumanEval/127,humaneval,2,1,0,0.00014420000000000004,6.98,-0.00023714999999999994
tree,HumanEval/130,humaneval,2,2,1,0.00024065,14.62,0.0
tree,HumanEval/136,humaneval,2,2,1,9.765e-05,4.61,0.0
tree,HumanEval/138,humaneval,2,2,1,0.0001292,8.64,0.0
tree,HumanEval/146,humaneval,2,2,1,0.0001565,7.9,0.0
tree,HumanEval/147,humaneval,1,2,1,0.00066654,27.76,0.00048353999999999997
tree,HumanEval/151,humaneval,2,2,1,0.00015340000000000002,6.47,0.0
tree,HumanEval/153,humaneval,2,2,1,0.00010935,3.47,0.0
tree,HumanEval/154,humaneval,2,2,1,0.0002525,9.11,0.0
tree,HumanEval/155,humaneval,2,2,1,7.595000000000002e-05,3.55,0.0
tree,HumanEval/157,humaneval,2,2,1,0.00010855,5.43,0.0
tree,HumanEval/160,humaneval,2,2,1,0.00013055,5.99,0.0
tree,HumanEval/162,humaneval,2,2,1,4.975e-05,2.26,0.0
tree,HumanEval/19,humaneval,2,2,1,0.0001004,5.94,0.0
tree,HumanEval/2,humaneval,2,2,1,5.075000000000001e-05,2.83,0.0
tree,HumanEval/22,humaneval,2,2,1,6.565000000000001e-05,3.63,0.0
tree,HumanEval/23,humaneval,2,2,1,2.83e-05,1.52,0.0
tree,HumanEval/28,humaneval,2,2,1,2.86e-05,1.67,0.0
tree,HumanEval/32,humaneval,2,2,1,0.00031855000000000007,17.59,0.0
tree,HumanEval/34,humaneval,2,2,1,4.58e-05,2.2,0.0
tree,HumanEval/39,humaneval,2,2,1,0.00013675000000000002,7.53,0.0
tree,HumanEval/48,humaneval,2,2,1,4.49e-05,2.21,0.0
tree,HumanEval/49,humaneval,2,1,1,0.00023445000000000003,14.23,7.417000000000003e-05
tree,HumanEval/53,humaneval,2,2,1,3.26e-05,1.68,0.0
tree,HumanEval/56,humaneval,2,2,1,7.419999999999999e-05,3.47,0.0
tree,HumanEval/59,humaneval,2,2,1,7.19e-05,3.75,0.0
tree,HumanEval/63,humaneval,2,2,1,8.35e-05,4.41,0.0
tree,HumanEval/66,humaneval,2,2,1,0.00010350000000000001,5.2,0.0
tree,HumanEval/67,humaneval,2,2,1,9.445e-05,4.27,0.0
tree,HumanEval/68,humaneval,2,2,1,0.00014155,6.49,0.0
tree,HumanEval/74,humaneval,2,2,1,8.400000000000001e-05,4.36,0.0
tree,HumanEval/75,humaneval,2,2,1,0.0002462,15.08,0.0
tree,HumanEval/77,humaneval,2,2,1,0.00012124999999999999,7.33,0.0
tree,HumanEval/80,humaneval,2,2,1,6.825e-05,3.58,0.0
tree,HumanEval/83,humaneval,2,2,1,0.0001536,11.03,0.0
tree,HumanEval/85,humaneval,2,2,1,6.61e-05,4.56,0.0
tree,HumanEval/89,humaneval,1,2,0,0.00412201,171.01,0.00397416
tree,gsm8k/1026,gsm8k,2,2,1,7.870000000000002e-05,4.91,0.0
tree,gsm8k/1054,gsm8k,2,2,1,6.705e-05,3.79,0.0
tree,gsm8k/1108,gsm8k,2,2,1,3.8100000000000005e-05,1.97,0.0
tree,gsm8k/1115,gsm8k,2,2,1,7.48e-05,5.01,0.0
tree,gsm8k/1170,gsm8k,2,2,1,0.00010890000000000002,7.09,0.0
tree,gsm8k/227,gsm8k,2,2,1,9.550000000000002e-05,4.85,0.0
tree,gsm8k/313,gsm8k,2,2,1,0.00029535,19.77,0.0
tree,gsm8k/33,gsm8k,2,2,1,6.495e-05,4.72,0.0
tree,gsm8k/350,gsm8k,2,2,1,7.460000000000001e-05,3.94,0.0
tree,gsm8k/453,gsm8k,2,2,1,6.72e-05,3.29,0.0
tree,gsm8k/468,gsm8k,2,2,1,9.795000000000001e-05,5.72,0.0
tree,gsm8k/474,gsm8k,2,2,1,4.4850000000000006e-05,2.39,0.0
tree,gsm8k/488,gsm8k,2,2,1,4.2850000000000005e-05,2.41,0.0
tree,gsm8k/519,gsm8k,2,2,1,6.125000000000001e-05,3.33,0.0
tree,gsm8k/552,gsm8k,2,2,1,8.76e-05,5.49,0.0
tree,gsm8k/553,gsm8k,2,2,1,4.35e-05,2.36,0.0
tree,gsm8k/562,gsm8k,2,2,1,0.0001039,6.66,0.0
tree,gsm8k/581,gsm8k,2,2,1,4.955e-05,2.45,0.0
tree,gsm8k/610,gsm8k,2,2,1,7.6e-05,4.21,0.0
tree,gsm8k/682,gsm8k,2,2,1,6.785e-05,4.46,0.0
tree,gsm8k/700,gsm8k,2,2,1,9.94e-05,6.02,0.0
tree,gsm8k/735,gsm8k,2,2,1,6.749999999999999e-05,4.04,0.0
tree,gsm8k/771,gsm8k,2,2,1,5.3750000000000005e-05,2.97,0.0
tree,gsm8k/796,gsm8k,2,2,1,0.00015295,9.02,0.0
tree,gsm8k/829,gsm8k,2,2,1,0.000102,5.47,0.0
tree,mmlu/college_biology/14,mmlu,2,2,1,9.740000000000001e-05,4.69,0.0
tree,mmlu/college_biology/32,mmlu,2,2,1,7.420000000000001e-05,4.08,0.0
tree,mmlu/college_chemistry/12,mmlu,2,3,0,0.00047559999999999996,26.55,0.00016559999999999996
tree,mmlu/college_chemistry/21,mmlu,2,2,1,5.31e-05,2.53,0.0
tree,mmlu/college_chemistry/27,mmlu,2,2,1,7.745e-05,4.18,0.0
tree,mmlu/college_chemistry/5,mmlu,2,3,1,0.0014914,83.57,0.0011614
tree,mmlu/college_chemistry/87,mmlu,2,2,1,4.4e-05,2.35,0.0
tree,mmlu/global_facts/75,mmlu,2,2,0,7.065e-05,3.84,0.0
tree,mmlu/high_school_computer_science/13,mmlu,2,2,1,3.445e-05,1.88,0.0
tree,mmlu/high_school_computer_science/23,mmlu,2,2,1,4.055e-05,2.71,0.0
tree,mmlu/high_school_us_history/23,mmlu,2,2,1,4.8650000000000003e-05,2.48,0.0
tree,mmlu/high_school_us_history/69,mmlu,2,2,1,5.915e-05,2.51,0.0
tree,mmlu/human_aging/10,mmlu,2,2,1,6.39e-05,3.53,0.0
tree,mmlu/human_aging/103,mmlu,2,2,1,4.72e-05,2.13,0.0
tree,mmlu/human_aging/80,mmlu,2,2,0,2.275e-05,1.09,0.0
tree,mmlu/human_aging/82,mmlu,2,2,0,4.1800000000000006e-05,3.33,0.0
tree,mmlu/machine_learning/82,mmlu,2,2,1,2.115e-05,1.06,0.0
tree,mmlu/machine_learning/90,mmlu,2,2,1,3.41e-05,1.92,0.0
tree,mmlu/philosophy/143,mmlu,2,3,0,6.050000000000001e-05,3.5,-0.00020449999999999998
tree,mmlu/philosophy/202,mmlu,2,2,1,4.015e-05,2.16,0.0
tree,mmlu/philosophy/82,mmlu,2,2,1,2.0750000000000003e-05,1.69,0.0
tree,mmlu/prehistory/196,mmlu,2,3,0,5.785000000000001e-05,3.26,-0.00030465
tree,mmlu/prehistory/298,mmlu,2,2,1,5.6000000000000006e-05,2.56,0.0
tree,mmlu/world_religions/74,mmlu,2,3,0,7.81e-05,3.96,-0.0001469
tree,mmlu/world_religions/79,mmlu,2,2,1,1.76e-05,0.84,0.0
random_matched_rate,HumanEval/10,humaneval,2,1,0,0.00019395000000000003,11.05,-8.334999999999999e-05
random_matched_rate,HumanEval/102,humaneval,1,2,1,0.00148371,81.41,0.00136711
random_matched_rate,HumanEval/113,humaneval,1,2,1,0.00139517,71.69,0.00116417
random_matched_rate,HumanEval/120,humaneval,1,2,0,0.00128999,48.39,0.00116659
random_matched_rate,HumanEval/127,humaneval,1,1,1,0.00038134999999999997,14.03,0.0
random_matched_rate,HumanEval/130,humaneval,1,2,0,0.00414377,200.68,0.00390312
random_matched_rate,HumanEval/136,humaneval,1,2,1,0.00161769,70.39,0.00152004
random_matched_rate,HumanEval/138,humaneval,1,2,1,0.00032438,15.51,0.00019517999999999998
random_matched_rate,HumanEval/146,humaneval,1,2,1,0.00175331,86.54,0.00159681
random_matched_rate,HumanEval/147,humaneval,1,2,1,0.00066654,27.76,0.00048353999999999997
random_matched_rate,HumanEval/151,humaneval,1,2,1,0.00155293,91.4,0.00139953
random_matched_rate,HumanEval/153,humaneval,1,2,1,0.0016614,68.47,0.00155205
random_matched_rate,HumanEval/154,humaneval,1,2,1,0.00028047,12.7,2.796999999999999e-05
random_matched_rate,HumanEval/155,humaneval,1,2,1,0.00072653,29.12,0.00065058
random_matched_rate,HumanEval/157,humaneval,1,2,1,0.00077475,44.94,0.0006662
random_matched_rate,HumanEval/160,humaneval,1,2,0,0.00413918,190.3,0.00400863
random_matched_rate,HumanEval/162,humaneval,1,2,1,0.00013609,6.2,8.634e-05
random_matched_rate,HumanEval/19,humaneval,1,2,1,0.00019156999999999998,7.21,9.116999999999998e-05
random_matched_rate,HumanEval/2,humaneval,1,2,1,0.0001015,3.69,5.0749999999999994e-05
random_matched_rate,HumanEval/22,humaneval,2,2,1,6.565000000000001e-05,3.63,0.0
random_matched_rate,HumanEval/23,humaneval,1,2,1,5.986e-05,5.18,3.156e-05
random_matched_rate,HumanEval/28,humaneval,2,2,1,2.86e-05,1.67,0.0
random_matched_rate,HumanEval/32,humaneval,1,2,0,0.00040502,15.12,8.646999999999995e-05
random_matched_rate,HumanEval/34,humaneval,1,2,1,0.00018997,6.93,0.00014417
random_matched_rate,HumanEval/39,humaneval,1,2,1,0.00026456,10.63,0.00012780999999999998
random_matched_rate,HumanEval/48,humaneval,1,2,1,9.088e-05,3.39,4.598e-05
random_matched_rate,HumanEval/49,humaneval,1,1,1,0.00016028,4.99,0.0
random_matched_rate,HumanEval/53,humaneval,2,2,1,3.26e-05,1.68,0.0
random_matched_rate,HumanEval/56,humaneval,1,2,1,0.0001757,6.16,0.0001015
random_matched_rate,HumanEval/59,humaneval,1,2,1,0.00021528,8.39,0.00014338000000000003
random_matched_rate,HumanEval/63,humaneval,1,2,1,0.00024781,8.54,0.00016431
random_matched_rate,HumanEval/66,humaneval,1,2,1,0.00096395,37.8,0.00086045
random_matched_rate,HumanEval/67,humaneval,1,2,0,0.00414122,199.25,0.00404677
random_matched_rate,HumanEval/68,humaneval,2,2,1,0.00014155,6.49,0.0
random_matched_rate,HumanEval/74,humaneval,1,2,1,0.00026995999999999997,9.13,0.00018595999999999996
random_matched_rate,HumanEval/75,humaneval,1,2,0,0.00411674,175.63,0.0038705399999999996
random_matched_rate,HumanEval/77,humaneval,1,2,0,0.00412218,202.22,0.00400093
random_matched_rate,HumanEval/80,humaneval,1,2,1,0.00075037,33.67,0.00068212
random_matched_rate,HumanEval/83,humaneval,1,2,0,0.00411011,181.54,0.00395651
random_matched_rate,HumanEval/85,humaneval,1,2,1,0.00104706,43.21,0.0009809600000000001
random_matched_rate,HumanEval/89,humaneval,2,2,1,0.00014785000000000002,9.03,0.0
random_matched_rate,gsm8k/1026,gsm8k,2,2,1,7.870000000000002e-05,4.91,0.0
random_matched_rate,gsm8k/1054,gsm8k,2,2,1,6.705e-05,3.79,0.0
random_matched_rate,gsm8k/1108,gsm8k,2,2,1,3.8100000000000005e-05,1.97,0.0
random_matched_rate,gsm8k/1115,gsm8k,1,2,1,0.00070902,34.37,0.00063422
random_matched_rate,gsm8k/1170,gsm8k,2,2,1,0.00010890000000000002,7.09,0.0
