policy,query_id,tier,latency_s,usd,correct,completion_tokens
always_t2,HumanEval/138,2,8.64,0.0001292,1,604
always_t2,HumanEval/139,2,6.08,0.0001067,1,487
always_t2,HumanEval/14,2,2.02,4.07e-05,1,166
always_t2,HumanEval/140,2,8.8,0.00015145,1,708
always_t2,HumanEval/141,2,6.74,0.00012985,1,573
always_t2,HumanEval/142,2,10.23,0.0001948,1,909
always_t2,HumanEval/143,2,5.15,0.00010190000000000001,1,450
always_t2,HumanEval/144,2,4.49,8.77e-05,1,377
always_t2,HumanEval/145,2,10.53,0.00020690000000000001,0,983
always_t2,HumanEval/146,2,7.9,0.0001565,1,730
always_t2,HumanEval/147,2,11.61,0.000183,1,851
always_t2,HumanEval/148,2,8.47,0.00017989999999999998,1,824
always_t2,HumanEval/149,2,6.26,0.0001229,1,545
always_t2,HumanEval/15,2,2.42,4.615000000000001e-05,1,191
always_t2,HumanEval/150,2,2.71,6.025e-05,1,257
always_t2,HumanEval/151,2,6.47,0.00015340000000000002,1,710
always_t2,HumanEval/152,2,1.63,5.365e-05,1,188
always_t2,HumanEval/153,2,3.47,0.00010935,1,456
always_t2,HumanEval/154,2,9.11,0.0002525,1,1208
always_t2,HumanEval/155,2,3.55,7.595000000000002e-05,1,340
always_t2,HumanEval/156,2,5.14,0.0001072,1,487
always_t2,HumanEval/157,2,5.43,0.00010855,1,493
always_t2,HumanEval/158,2,6.08,0.00011935,1,544
always_t2,HumanEval/159,2,4.82,0.0001117,1,467
always_t2,HumanEval/16,2,2.36,4.6200000000000005e-05,1,190
always_t2,HumanEval/160,2,5.99,0.00013055,1,578
always_t2,HumanEval/161,2,3.67,6.989999999999999e-05,1,300
always_t2,HumanEval/162,2,2.26,4.975e-05,1,207
always_t2,HumanEval/163,2,7.97,0.00014035,1,652
always_t2,HumanEval/17,2,4.89,0.00010025000000000001,1,436
always_t2,HumanEval/18,2,3.58,6.795e-05,1,295
always_t2,HumanEval/19,2,5.94,0.0001004,1,453
always_t2,HumanEval/2,2,2.83,5.075000000000001e-05,1,210
always_t2,HumanEval/20,2,6.19,0.00012475,1,559
always_t2,HumanEval/21,2,5.1,0.0001034,1,463
always_t2,HumanEval/22,2,3.63,6.565000000000001e-05,1,282
always_t2,HumanEval/23,2,1.52,2.83e-05,1,108
always_t2,HumanEval/24,2,7.23,0.00012895,1,609
always_t2,HumanEval/25,2,5.31,0.00010025,1,447
always_t2,HumanEval/26,2,4.07,7.655e-05,1,339
always_t2,HumanEval/27,2,1.75,3.1950000000000004e-05,1,125
always_t2,HumanEval/28,2,1.67,2.86e-05,1,106
always_t2,HumanEval/29,2,3.15,6.055e-05,1,258
always_t2,HumanEval/3,2,2.65,5.745000000000001e-05,1,235
always_t2,HumanEval/30,2,2.36,4.9800000000000004e-05,1,198
always_t2,HumanEval/31,2,3.79,7.55e-05,1,330
always_t2,HumanEval/32,2,17.59,0.00031855000000000007,1,1505
always_t2,HumanEval/33,2,6.7,0.00013460000000000002,1,612
always_t2,HumanEval/34,2,2.2,4.58e-05,1,188
always_t2,HumanEval/35,2,3.08,5.885e-05,1,251
always_t2,HumanEval/36,2,9.28,0.0001605,1,760
always_t2,HumanEval/37,2,7.89,0.0001377,1,635
always_t2,HumanEval/38,2,4.47,8.810000000000001e-05,0,378
always_t2,HumanEval/39,2,7.53,0.00013675000000000002,1,637
always_t2,HumanEval/4,2,3.81,7.065e-05,1,301
always_t2,HumanEval/40,2,8.22,0.0001409,1,642
always_t2,HumanEval/41,2,11.45,0.0002036,1,958
always_t2,HumanEval/42,2,3.55,6.900000000000001e-05,1,295
always_t2,HumanEval/43,2,7.35,0.000128,1,578
always_t2,HumanEval/44,2,4.31,7.510000000000001e-05,1,330
always_t2,HumanEval/45,2,2.86,4.565e-05,1,194
always_t2,HumanEval/46,2,5.83,9.745000000000001e-05,1,422
always_t2,HumanEval/47,2,5.2,9.850000000000001e-05,1,451
always_t2,HumanEval/48,2,2.21,4.49e-05,1,184
always_t2,HumanEval/49,2,14.23,0.00023445000000000003,1,1123
always_t2,HumanEval/5,2,3.25,6.485e-05,1,277
always_t2,HumanEval/50,2,1.94,4.185000000000001e-05,0,164
always_t2,HumanEval/51,2,3.23,5.9900000000000006e-05,1,248
always_t2,HumanEval/52,2,2.22,3.79e-05,1,147
always_t2,HumanEval/53,2,1.68,3.26e-05,1,127
always_t2,HumanEval/54,2,14.22,0.00022805000000000001,1,1083
always_t2,HumanEval/55,2,5.69,0.00011135,1,521
always_t2,HumanEval/56,2,3.47,7.419999999999999e-05,1,325
always_t2,HumanEval/57,2,5.08,8.225e-05,1,367
always_t2,HumanEval/58,2,2.92,6.285000000000001e-05,1,263
always_t2,HumanEval/59,2,3.75,7.19e-05,1,321
always_t2,HumanEval/6,2,3.94,7.925e-05,1,346
always_t2,HumanEval/60,2,3.3,6.485e-05,1,278
always_t2,HumanEval/61,2,3.7,7.030000000000001e-05,1,306
always_t2,HumanEval/62,2,4.19,7.85e-05,1,343
always_t2,HumanEval/63,2,4.41,8.35e-05,1,358
always_t2,HumanEval/64,2,6.28,0.0001104,1,498
always_t2,HumanEval/65,2,6.41,0.00012245,1,569
always_t2,HumanEval/66,2,5.2,0.00010350000000000001,1,467
always_t2,HumanEval/67,2,4.27,9.445e-05,1,397
always_t2,HumanEval/68,2,6.49,0.00014155,1,607
always_t2,HumanEval/69,2,7.49,0.00011180000000000001,1,495
always_t2,HumanEval/7,2,2.46,4.88e-05,1,198
always_t2,HumanEval/70,2,5.7,0.00011935,1,543
always_t2,HumanEval/71,2,5.28,0.0001132,1,513
always_t2,HumanEval/72,2,2.37,5.780000000000001e-05,1,210
always_t2,HumanEval/73,2,4.7,7.92e-05,1,334
always_t2,HumanEval/74,2,4.36,8.400000000000001e-05,1,349
always_t2,HumanEval/75,2,15.08,0.0002462,1,1188
always_t2,HumanEval/76,2,195.96,0.00328845,1,16384
always_t2,HumanEval/77,2,7.33,0.00012124999999999999,1,556
always_t2,HumanEval/78,2,5.96,0.00011250000000000001,1,465
always_t2,HumanEval/79,2,4.56,7.950000000000001e-05,1,340
always_t2,HumanEval/8,2,2.48,5.305e-05,1,215
always_t2,HumanEval/80,2,3.58,6.825e-05,1,288
always_t2,HumanEval/81,2,13.99,0.00023045000000000002,1,1062
always_t2,HumanEval/82,2,3.64,5.72e-05,1,243
always_t2,HumanEval/83,2,11.03,0.0001536,1,734
always_t2,HumanEval/84,2,6.77,9.8e-05,1,434
always_t2,HumanEval/85,2,4.56,6.61e-05,1,294
always_t2,HumanEval/86,2,7.87,0.00013315,1,611
always_t2,HumanEval/87,2,6.13,0.00010970000000000001,1,461
always_t2,HumanEval/88,2,6.71,0.00012105000000000002,1,532
always_t2,HumanEval/89,2,9.03,0.00014785000000000002,1,689
always_t2,HumanEval/9,2,3.47,6.815e-05,1,293
always_t2,HumanEval/90,2,4.96,8.475000000000001e-05,1,370
always_t2,HumanEval/91,2,10.13,0.0001351,1,626
always_t2,HumanEval/92,2,5.16,7.470000000000001e-05,1,317
always_t2,HumanEval/93,2,21.54,0.000301,1,1455
always_t2,HumanEval/94,2,6.55,9.94e-05,1,403
always_t2,HumanEval/95,2,5.25,0.00010360000000000001,1,453
always_t2,HumanEval/96,2,4.91,8.1e-05,1,346
always_t2,HumanEval/97,2,3.13,5.7050000000000004e-05,1,238
always_t2,HumanEval/98,2,2.87,5.0350000000000004e-05,1,211
always_t2,HumanEval/99,2,9.96,0.00019495,1,913
always_t2,mmlu/college_biology/1,2,1.85,3.665e-05,1,137
always_t2,mmlu/college_biology/10,2,1.54,3.16e-05,1,121
always_t2,mmlu/college_biology/14,2,4.69,9.740000000000001e-05,1,417
always_t2,mmlu/college_biology/32,2,4.08,7.420000000000001e-05,1,322
always_t2,mmlu/college_biology/53,2,7.63,0.0001421,1,647
always_t2,mmlu/college_biology/55,2,7.01,0.00012770000000000001,1,575
always_t2,mmlu/college_biology/57,2,2.63,5.4850000000000005e-05,1,202
always_t2,mmlu/college_biology/58,2,4.89,9.320000000000002e-05,1,429
always_t2,mmlu/college_biology/76,2,1.17,2.26e-05,1,76
always_t2,mmlu/college_biology/9,2,2.15,4.525e-05,1,183
always_t2,mmlu/college_chemistry/12,2,26.55,0.00047559999999999996,0,2335
always_t2,mmlu/college_chemistry/21,2,2.53,5.31e-05,1,220
always_t2,mmlu/college_chemistry/27,2,4.18,7.745e-05,1,335
always_t2,mmlu/college_chemistry/42,2,2.93,5.2300000000000004e-05,1,228
always_t2,mmlu/college_chemistry/5,2,83.57,0.0014914,1,7412
always_t2,mmlu/college_chemistry/74,2,0.6,1.4000000000000001e-05,1,30
always_t2,mmlu/college_chemistry/75,2,2.04,4.805e-05,1,186
always_t2,mmlu/college_chemistry/82,2,2.21,4.21e-05,0,167
always_t2,mmlu/college_chemistry/84,2,1.9,3.6099999999999997e-05,1,139
always_t2,mmlu/college_chemistry/87,2,2.35,4.4e-05,1,183
always_t2,mmlu/global_facts/15,2,1.51,3.1400000000000004e-05,0,121
always_t2,mmlu/global_facts/37,2,2.5,4.7650000000000006e-05,0,197
always_t2,mmlu/global_facts/50,2,2.18,4.445e-05,1,186
always_t2,mmlu/global_facts/54,2,3.74,6.885e-05,0,308
always_t2,mmlu/global_facts/6,2,1.48,2.9900000000000002e-05,0,113
always_t2,mmlu/global_facts/75,2,3.84,7.065e-05,0,315
always_t2,mmlu/global_facts/80,2,7.68,0.00015025,0,703
always_t2,mmlu/global_facts/85,2,3.86,7.58e-05,1,341
always_t2,mmlu/global_facts/93,2,2.45,4.63e-05,1,195
always_t2,mmlu/global_facts/96,2,3.34,5.0350000000000004e-05,1,204
always_t2,mmlu/high_school_computer_science/13,2,1.88,3.445e-05,1,113
always_t2,mmlu/high_school_computer_science/23,2,2.71,4.055e-05,1,151
always_t2,mmlu/high_school_computer_science/3,2,1.54,4.1450000000000005e-05,1,126
always_t2,mmlu/high_school_computer_science/4,2,0.88,2.145e-05,1,60
always_t2,mmlu/high_school_computer_science/49,2,2.66,3.695e-05,1,150
always_t2,mmlu/high_school_computer_science/6,2,3.29,6.0650000000000004e-05,1,236
always_t2,mmlu/high_school_computer_science/65,2,0.76,1.675e-05,1,50
always_t2,mmlu/high_school_computer_science/67,2,3.45,6.475e-05,1,254
always_t2,mmlu/high_school_computer_science/72,2,0.83,1.8800000000000003e-05,1,58
always_t2,mmlu/high_school_computer_science/92,2,1.19,2.4650000000000003e-05,1,82
always_t2,mmlu/high_school_us_history/108,2,2.34,4.45e-05,1,140
always_t2,mmlu/high_school_us_history/131,2,3.18,6.145e-05,1,237
always_t2,mmlu/high_school_us_history/141,2,7.74,0.0001581,0,681
always_t2,mmlu/high_school_us_history/142,2,3.6,7.335000000000001e-05,1,264
always_t2,mmlu/high_school_us_history/151,2,4.43,9.9e-05,1,396
always_t2,mmlu/high_school_us_history/16,2,3.5,7.01e-05,1,240
always_t2,mmlu/high_school_us_history/23,2,2.48,4.8650000000000003e-05,1,163
always_t2,mmlu/high_school_us_history/51,2,1.81,4.2350000000000006e-05,1,132
always_t2,mmlu/high_school_us_history/52,2,1.55,4.565e-05,1,128
always_t2,mmlu/high_school_us_history/69,2,2.51,5.915e-05,1,197
always_t2,mmlu/human_aging/10,2,3.53,6.39e-05,1,280
always_t2,mmlu/human_aging/103,2,2.13,4.72e-05,1,194
always_t2,mmlu/human_aging/141,2,0.59,1.56e-05,1,42
always_t2,mmlu/human_aging/187,2,1.28,3.0250000000000003e-05,1,109
always_t2,mmlu/human_aging/190,2,1.25,2.4450000000000005e-05,1,85
always_t2,mmlu/human_aging/197,2,1.22,2.6450000000000003e-05,1,96
always_t2,mmlu/human_aging/221,2,7.44,0.0001027,1,475
always_t2,mmlu/human_aging/58,2,1.72,3.52e-05,1,142
always_t2,mmlu/human_aging/80,2,1.09,2.275e-05,0,81
always_t2,mmlu/human_aging/82,2,3.33,4.1800000000000006e-05,0,175
always_t2,mmlu/machine_learning/12,2,1.74,3.88e-05,1,152
always_t2,mmlu/machine_learning/22,2,0.65,1.665e-05,1,43
always_t2,mmlu/machine_learning/26,2,2.03,3.735e-05,0,152
always_t2,mmlu/machine_learning/33,2,3.2,6.035e-05,1,262
always_t2,mmlu/machine_learning/4,2,1.0,1.9750000000000002e-05,1,63
always_t2,mmlu/machine_learning/50,2,1.45,2.735e-05,1,99
always_t2,mmlu/machine_learning/65,2,2.75,5.195e-05,1,217
always_t2,mmlu/machine_learning/66,2,1.94,4.4800000000000005e-05,1,160
always_t2,mmlu/machine_learning/82,2,1.06,2.115e-05,1,61
always_t2,mmlu/machine_learning/90,2,1.92,3.41e-05,1,132
always_t2,mmlu/philosophy/143,2,3.5,6.050000000000001e-05,0,264
always_t2,mmlu/philosophy/202,2,2.16,4.015e-05,1,165
always_t2,mmlu/philosophy/224,2,1.34,2.9700000000000004e-05,1,110
always_t2,mmlu/philosophy/245,2,0.53,1.36e-05,1,32
always_t2,mmlu/philosophy/249,2,5.96,8.04e-05,1,363
always_t2,mmlu/philosophy/254,2,11.78,0.00020095000000000003,1,970
always_t2,mmlu/philosophy/256,2,5.88,0.00010155,1,472
always_t2,mmlu/philosophy/269,2,17.27,0.00026965,0,1307
always_t2,mmlu/philosophy/305,2,3.02,4.575e-05,1,187
always_t2,mmlu/philosophy/82,2,1.69,2.0750000000000003e-05,1,68
always_t2,mmlu/prehistory/10,2,3.39,5.77e-05,1,240
always_t2,mmlu/prehistory/13,2,1.83,3.2749999999999996e-05,1,129
always_t2,mmlu/prehistory/194,2,2.51,4.955e-05,1,212
always_t2,mmlu/prehistory/195,2,6.54,0.00010025000000000001,1,437
always_t2,mmlu/prehistory/196,2,3.26,5.785000000000001e-05,0,241
always_t2,mmlu/prehistory/203,2,4.18,7.965000000000001e-05,1,352
always_t2,mmlu/prehistory/284,2,1.91,4.0400000000000006e-05,1,154
always_t2,mmlu/prehistory/298,2,2.56,5.6000000000000006e-05,1,240
always_t2,mmlu/prehistory/40,2,2.94,4.88e-05,1,206
always_t2,mmlu/prehistory/46,2,4.61,7.455e-05,1,329
always_t2,mmlu/world_religions/104,2,2.24,4.19e-05,1,176
always_t2,mmlu/world_religions/118,2,0.55,1.4300000000000002e-05,1,38
always_t2,mmlu/world_religions/145,2,1.33,3.175e-05,1,122
always_t2,mmlu/world_religions/146,2,2.01,4.43e-05,1,188
always_t2,mmlu/world_religions/162,2,1.19,2.2e-05,1,75
always_t2,mmlu/world_religions/165,2,0.83,2.0700000000000002e-05,1,69
always_t2,mmlu/world_religions/169,2,1.75,3.3700000000000006e-05,1,133
always_t2,mmlu/world_religions/48,2,2.39,4.8450000000000005e-05,1,207
always_t2,mmlu/world_religions/74,2,3.96,7.81e-05,0,356
always_t2,mmlu/world_religions/79,2,0.84,1.76e-05,1,51
frontier,gsm8k/100,3,1.58,0.0032375,1,292
frontier,gsm8k/1000,3,1.94,0.0034674999999999997,1,318
frontier,gsm8k/1026,3,3.08,0.004735,1,448
frontier,gsm8k/1034,3,1.59,0.0022825,1,211
frontier,gsm8k/1041,3,1.74,0.003,1,277
frontier,gsm8k/1054,3,2.41,0.0033525,1,314
frontier,gsm8k/106,3,2.29,0.0037774999999999996,1,358
frontier,gsm8k/1062,3,1.95,0.0037749999999999997,1,352
frontier,gsm8k/1074,3,1.38,0.0018900000000000002,1,171
frontier,gsm8k/1080,3,1.72,0.0026075,1,244
frontier,gsm8k/1108,3,0.94,0.001395,1,118
frontier,gsm8k/1110,3,2.12,0.00406,1,379
frontier,gsm8k/1115,3,1.66,0.00294,1,269
frontier,gsm8k/1117,3,1.38,0.0022075,1,205
frontier,gsm8k/1156,3,1.47,0.0024874999999999997,1,224
frontier,gsm8k/1165,3,2.68,0.0039,1,364
frontier,gsm8k/1168,3,2.7,0.004705,1,449
frontier,gsm8k/1170,3,2.42,0.003235,1,298
frontier,gsm8k/1174,3,2.7,0.0039924999999999995,1,372
frontier,gsm8k/1183,3,2.28,0.003395,0,302
frontier,gsm8k/1227,3,1.89,0.0029349999999999997,1,271
frontier,gsm8k/1240,3,2.56,0.00378,1,350
frontier,gsm8k/1251,3,1.8,0.0031699999999999996,1,290
frontier,gsm8k/1260,3,1.5,0.0025175,1,223
frontier,gsm8k/1269,3,3.34,0.004075,1,385
frontier,gsm8k/1277,3,1.5,0.0024349999999999997,1,226
frontier,gsm8k/1279,3,1.65,0.002595,1,232
frontier,gsm8k/129,3,1.68,0.0030775,1,285
frontier,gsm8k/1305,3,2.15,0.003445,1,324
frontier,gsm8k/134,3,1.13,0.0017625000000000002,1,161
frontier,gsm8k/185,3,1.71,0.002575,1,239
frontier,gsm8k/186,3,1.86,0.003195,1,283
frontier,gsm8k/188,3,2.72,0.0038599999999999997,1,361
frontier,gsm8k/190,3,1.56,0.0019625,1,181
frontier,gsm8k/196,3,1.49,0.0022925,1,211
frontier,gsm8k/20,3,3.0,0.005167499999999999,1,493
frontier,gsm8k/205,3,2.07,0.0035275000000000003,1,324
frontier,gsm8k/220,3,1.79,0.0029175,1,271
frontier,gsm8k/225,3,1.21,0.0021200000000000004,1,189
frontier,gsm8k/227,3,2.27,0.002685,1,233
frontier,gsm8k/234,3,2.42,0.0040575,1,384
frontier,gsm8k/249,3,2.33,0.0042450000000000005,1,400
frontier,gsm8k/250,3,2.1,0.0041400000000000005,1,391
frontier,gsm8k/268,3,1.5,0.0029649999999999998,1,276
frontier,gsm8k/27,3,1.59,0.00266,1,244
frontier,gsm8k/290,3,1.57,0.0031525000000000004,1,291
frontier,gsm8k/299,3,2.03,0.0039125,1,362
frontier,gsm8k/301,3,1.79,0.0027099999999999997,1,241
frontier,gsm8k/303,3,2.05,0.0036275,1,335
frontier,gsm8k/313,3,2.45,0.0038375,1,360
frontier,gsm8k/314,3,1.67,0.0033974999999999995,1,318
frontier,gsm8k/33,3,1.78,0.0029275,1,277
frontier,gsm8k/350,3,1.49,0.0026499999999999996,1,237
frontier,gsm8k/353,3,2.62,0.003635,0,337
frontier,gsm8k/365,3,1.26,0.00209,1,193
frontier,gsm8k/420,3,1.78,0.00259,1,237
frontier,gsm8k/426,3,2.27,0.004335,1,408
frontier,gsm8k/453,3,2.38,0.004079999999999999,1,387
frontier,gsm8k/454,3,1.49,0.00218,0,203
frontier,gsm8k/468,3,1.74,0.0030775,1,286
frontier,gsm8k/474,3,1.6,0.0023025,1,212
frontier,gsm8k/481,3,1.96,0.0033575,1,312
frontier,gsm8k/488,3,1.85,0.0019225,1,174
frontier,gsm8k/491,3,2.18,0.0020075,1,182
frontier,gsm8k/50,3,2.0,0.0029749999999999993,1,280
frontier,gsm8k/519,3,1.29,0.0018325,1,167
frontier,gsm8k/552,3,1.59,0.00269,0,245
frontier,gsm8k/553,3,2.35,0.003095,1,283
frontier,gsm8k/562,3,2.1,0.0032849999999999997,1,300
frontier,gsm8k/578,3,1.62,0.00246,1,225
frontier,gsm8k/581,3,1.49,0.0023975000000000003,1,219
frontier,gsm8k/583,3,1.96,0.0031425000000000003,1,291
frontier,gsm8k/60,3,1.8,0.00337,1,319
frontier,gsm8k/61,3,1.57,0.00228,1,205
frontier,gsm8k/610,3,2.12,0.00394,1,375
frontier,gsm8k/612,3,1.66,0.003265,1,298
frontier,gsm8k/643,3,1.7,0.0033325000000000004,1,311
frontier,gsm8k/645,3,1.87,0.0029799999999999996,1,280
frontier,gsm8k/682,3,1.86,0.0026325,1,237
frontier,gsm8k/700,3,1.88,0.0033799999999999998,1,310
frontier,gsm8k/726,3,1.93,0.0034575,1,319
frontier,gsm8k/735,3,1.66,0.003065,1,284
frontier,gsm8k/771,3,2.09,0.0028175,1,259
frontier,gsm8k/796,3,2.49,0.0047375,1,451
frontier,gsm8k/801,3,1.62,0.0032775,1,304
frontier,gsm8k/81,3,1.5,0.002425,1,220
frontier,gsm8k/812,3,2.39,0.00464,1,426
frontier,gsm8k/813,3,2.48,0.00381,1,351
frontier,gsm8k/823,3,1.5,0.0022825,0,195
frontier,gsm8k/827,3,2.55,0.004347500000000001,1,406
frontier,gsm8k/829,3,2.67,0.0038599999999999997,1,359
frontier,gsm8k/863,3,1.63,0.0026275,1,245
frontier,gsm8k/878,3,2.27,0.0028775,1,268
frontier,gsm8k/885,3,1.57,0.0027275,1,253
frontier,gsm8k/891,3,2.02,0.00315,1,292
frontier,gsm8k/919,3,1.84,0.0029974999999999997,1,271
frontier,gsm8k/94,3,1.71,0.0030625,1,285
frontier,gsm8k/971,3,1.92,0.0028749999999999995,1,267
frontier,gsm8k/985,3,1.37,0.0022475,1,208
frontier,gsm8k/999,3,2.67,0.0035525,1,335
frontier,HumanEval/0,3,1.4,0.00202,1,163
frontier,HumanEval/1,3,1.13,0.001545,1,118
frontier,HumanEval/10,3,1.47,0.0022875,1,186
frontier,HumanEval/100,3,1.42,0.0023075,1,190
frontier,HumanEval/101,3,1.12,0.0016875,1,132
frontier,HumanEval/102,3,1.13,0.0014,1,109
frontier,HumanEval/103,3,0.9,0.0011075,1,68
frontier,HumanEval/104,3,1.0,0.00147,1,114
frontier,HumanEval/105,3,0.83,0.0018675,1,110
frontier,HumanEval/106,3,0.88,0.0015075,1,112
frontier,HumanEval/107,3,0.88,0.0016125,1,101
frontier,HumanEval/108,3,1.05,0.0023374999999999997,0,195
frontier,HumanEval/109,3,0.93,0.0015799999999999998,1,75
frontier,HumanEval/11,3,1.27,0.0012825,1,101
frontier,HumanEval/110,3,2.09,0.0038599999999999997,1,329
frontier,HumanEval/111,3,1.14,0.002065,1,161
frontier,HumanEval/112,3,0.81,0.0012975,1,81
frontier,HumanEval/113,3,0.89,0.00143,1,92
frontier,HumanEval/114,3,1.01,0.0017775,1,148
frontier,HumanEval/115,3,0.62,0.0012749999999999999,0,39
frontier,HumanEval/116,3,0.47,0.0007825,1,28
frontier,HumanEval/117,3,0.88,0.00131,1,78
frontier,HumanEval/118,3,0.73,0.0012425000000000001,1,80
frontier,HumanEval/119,3,1.05,0.00157,1,108
frontier,HumanEval/12,3,0.82,0.0015025,1,117
frontier,HumanEval/120,3,1.01,0.00118,1,56
frontier,HumanEval/121,3,1.08,0.00157,1,125
frontier,HumanEval/122,3,0.69,0.0010975,1,70
frontier,HumanEval/123,3,0.96,0.00178,1,112
frontier,HumanEval/124,3,1.13,0.0023550000000000003,1,162
frontier,HumanEval/125,3,1.0,0.0010875,0,66
frontier,HumanEval/126,3,1.05,0.00151,1,81
frontier,HumanEval/127,3,1.49,0.00285,1,214
frontier,HumanEval/128,3,0.87,0.0013025,1,92
frontier,HumanEval/129,3,2.05,0.0033474999999999998,0,228
frontier,HumanEval/13,3,0.69,0.0011324999999999998,1,88
frontier,HumanEval/130,3,1.27,0.0016825,1,102
frontier,HumanEval/131,3,1.43,0.001625,1,137
frontier,HumanEval/132,3,0.83,0.0011099999999999999,0,70
frontier,HumanEval/133,3,0.76,0.00119,1,72
frontier,HumanEval/134,3,0.68,0.0010299999999999999,0,61
frontier,HumanEval/135,3,1.12,0.0017349999999999998,1,140
frontier,HumanEval/136,3,0.78,0.0013325000000000001,1,90
frontier,HumanEval/137,3,1.81,0.00158,1,115
frontier,HumanEval/138,3,1.02,0.00143,1,116
frontier,HumanEval/139,3,1.31,0.002075,1,176
frontier,HumanEval/14,3,0.86,0.001005,1,78
frontier,HumanEval/140,3,1.31,0.0016224999999999998,0,128
frontier,HumanEval/141,3,0.76,0.0017225,1,111
frontier,HumanEval/142,3,1.09,0.00222,1,172
frontier,HumanEval/143,3,1.07,0.001865,1,142
frontier,HumanEval/144,3,0.88,0.001545,1,108
frontier,HumanEval/145,3,1.74,0.001875,0,151
frontier,HumanEval/146,3,0.94,0.001325,1,95
frontier,HumanEval/147,3,0.97,0.0015199999999999999,1,103
frontier,HumanEval/148,3,1.21,0.0018350000000000003,1,123
frontier,HumanEval/149,3,1.4,0.003095,1,255
frontier,HumanEval/15,3,0.68,0.0010775,1,83
frontier,HumanEval/150,3,1.16,0.0022325,1,194
frontier,HumanEval/151,3,0.59,0.00082,1,40
frontier,HumanEval/152,3,0.51,0.0009325,1,28
frontier,HumanEval/153,3,1.07,0.0015574999999999999,1,80
frontier,HumanEval/154,3,0.77,0.0013249999999999998,1,93
frontier,HumanEval/155,3,1.21,0.0016875000000000002,0,144
frontier,HumanEval/156,3,1.42,0.00269,1,235
frontier,HumanEval/157,3,1.1,0.0017474999999999997,1,140
frontier,HumanEval/158,3,0.87,0.0013675,1,99
frontier,HumanEval/159,3,0.63,0.001255,1,49
frontier,HumanEval/16,3,0.71,0.00104,1,78
frontier,HumanEval/160,3,1.08,0.0010975,1,50
frontier,HumanEval/161,3,0.57,0.000835,1,49
frontier,HumanEval/162,3,0.82,0.0013175,1,105
frontier,HumanEval/163,3,1.26,0.0017974999999999998,0,145
frontier,HumanEval/17,3,1.19,0.0026725,1,217
frontier,HumanEval/18,3,0.99,0.0016275,1,133
frontier,HumanEval/19,3,1.64,0.00235,1,201
frontier,HumanEval/2,3,1.01,0.0013174999999999999,1,103
frontier,HumanEval/20,3,0.86,0.0016275,1,113
frontier,HumanEval/21,3,1.36,0.00202,1,163
frontier,HumanEval/22,3,0.81,0.0013725,1,106
frontier,HumanEval/23,3,0.67,0.000645,1,46
frontier,HumanEval/24,3,0.93,0.0009975,1,79
frontier,HumanEval/25,3,1.32,0.0016225000000000002,1,123
frontier,HumanEval/26,3,0.96,0.0013775,1,109
frontier,HumanEval/27,3,0.76,0.0008675,1,67
frontier,HumanEval/28,3,0.73,0.00083,1,61
frontier,HumanEval/29,3,0.84,0.0012875,1,99
frontier,HumanEval/3,3,0.77,0.0009025,1,53
frontier,HumanEval/30,3,0.9,0.00161,1,125
frontier,HumanEval/31,3,1.51,0.0022250000000000004,1,190
frontier,HumanEval/32,3,2.36,0.0043974999999999995,0,367
frontier,HumanEval/33,3,1.47,0.00245,1,199
frontier,HumanEval/34,3,0.71,0.00103,1,77
frontier,HumanEval/35,3,1.14,0.0015524999999999998,1,127
frontier,HumanEval/36,3,0.67,0.0011149999999999999,1,84
frontier,HumanEval/37,3,1.1,0.002265,1,188
frontier,HumanEval/38,3,1.52,0.003075,1,260
frontier,HumanEval/39,3,1.47,0.0030875,1,277
frontier,HumanEval/4,3,1.27,0.0019725000000000003,1,160
frontier,HumanEval/40,3,1.23,0.002255,1,178
frontier,HumanEval/41,3,1.08,0.00196,0,151
frontier,HumanEval/42,3,0.85,0.0015400000000000001,1,119
frontier,HumanEval/43,3,0.78,0.00131,1,84
frontier,HumanEval/44,3,0.96,0.001625,1,132
frontier,HumanEval/45,3,0.82,0.0007425000000000001,1,55
frontier,HumanEval/46,3,2.15,0.0034525000000000003,1,295
frontier,HumanEval/47,3,1.06,0.001775,1,151
frontier,HumanEval/48,3,0.82,0.001025,1,77
frontier,HumanEval/49,3,1.23,0.0020025,1,166
frontier,HumanEval/5,3,0.93,0.0012825,1,96
frontier,HumanEval/50,3,0.82,0.0015025000000000001,1,120
frontier,HumanEval/51,3,0.98,0.001745,1,138
frontier,HumanEval/52,3,0.65,0.001155,1,88
frontier,HumanEval/53,3,0.8,0.00078,1,57
frontier,HumanEval/54,3,1.14,0.0018924999999999999,1,147
frontier,HumanEval/55,3,0.95,0.0013375,1,113
frontier,HumanEval/56,3,1.11,0.0017599999999999998,1,145
frontier,HumanEval/57,3,0.74,0.0012125,1,92
frontier,HumanEval/58,3,0.9,0.0016025,1,124
frontier,HumanEval/59,3,1.99,0.003085,1,285
frontier,HumanEval/6,3,0.98,0.0015125,1,116
frontier,HumanEval/60,3,0.85,0.0013725,1,106
frontier,HumanEval/61,3,1.07,0.001735,1,143
frontier,HumanEval/62,3,1.0,0.0015750000000000002,1,123
frontier,HumanEval/63,3,1.42,0.002755,1,231
frontier,HumanEval/64,3,1.03,0.00202,1,163
